Accession,Organism_Name,Release_Date,Nuc_Completeness,Segment,Country,Collection_Date
KT762951,Influenza A virus (A/chicken/Wisconsin/15-011595-1/2015(H5N2)),2015-10-10,complete,7,USA,2015-04-08
MK544151,Influenza A virus,2019-02-26,partial,4,China,2015-10-27
OP841684,Influenza A virus,2022-11-21,partial,8,USA,2021-12-01
MT419601,Influenza A virus,2020-05-07,partial,5,USA,2020-02-24
CY049380,Influenza A virus (A/Singapore/ON442/2009(H1N1)),2009-11-03,partial,4,Singapore,2009-06-25
EF620904,Influenza A virus (A/Korea/KBNP-0028/2000(H9N2)),2007-05-29,partial,8,South Korea,
MK340201,Influenza A virus,2020-01-31,partial,8,Germany,2014-08-15
CY082928,Influenza A virus (A/swine/Minnesota/02475/2008(H1N1)),2011-06-24,partial,4,USA,2008-12-08
OQ360157,Influenza A virus,2024-12-31,partial,3,Italy,2021-04
CY233808,Influenza A virus (A/Idaho/01/2017(H1N1)),2017-06-08,partial,4,USA,2017-01-07
CY029508,Influenza A virus (A/duck/Vietnam/1228/2005(H5N1)),2008-04-04,partial,1,Viet Nam,2005
PV137113,Influenza A virus,2025-02-19,partial,1,USA,2024-12-24
JQ398749,Influenza A virus (A/swine/Mississippi/A01049443/2011(H1N2)),2012-02-08,partial,7,USA,2011-01-19
MH701173,Influenza A virus,2018-08-05,partial,7,USA,2017-12-26
KX611886,Influenza B virus (B/South Dakota/02/2016),2016-08-03,partial,6,USA,2016-02-15
CY040986,Influenza A virus (A/duck/Laos/P0137/2007(H5N1)),2009-05-29,partial,8,Laos,2007
PP192986,Influenza A virus,2024-01-28,partial,8,USA,2023-12-19
OP645856,Influenza A virus,2022-10-19,partial,8,USA,2022-05-03
AB675054,Influenza A virus (A/Suita/33/2009(H1N1)),2011-10-15,partial,4,Japan,2009-12
OZ031138,Alphainfluenzavirus influenzae,2024-04-12,partial,4,,
MH128091,Influenza A virus,2018-04-04,partial,7,Bangladesh,2013-01-31
MN875262,Influenza A virus,2021-01-31,partial,5,France,2017-02-10
OP775900,Influenza A virus,2022-12-31,partial,6,USA,2021-12-21
KY983231,Influenza A virus (A/northern shoveler/California/HS225/2015(H5N3)),2017-06-01,partial,2,USA,2015-12-05
MK961759,Influenza B virus,2019-05-28,partial,2,Nicaragua,2012-09-08
JX297588,Influenza A virus (A/duck/Guangxi/GXd-2/2010(H6N2)),2013-01-31,partial,5,China,2010-04-02
PP815446,Influenza A virus,2024-05-25,partial,4,USA,2024-03-21
PQ078205,Influenza B virus,2024-07-30,partial,8,USA,2024-02-13
OQ797353,Influenza A virus,2023-04-16,partial,6,USA,2022-12-27
PP307844,Influenza A virus,2024-02-13,partial,7,USA,2023-09-13
MW107362,Influenza A virus,2020-10-19,partial,6,China,2017-10-26
EU819138,Influenza A virus (A/aquatic bird/Korea/w81/2005(H5N2)),2008-09-11,partial,7,South Korea,2005
KY289050,Influenza A virus (A/Florida/87/2016(H3N2)),2016-12-11,partial,3,USA,2016-10-27
KX412131,Influenza A virus (A/Alaska/168/2015(H3N2)),2016-06-25,partial,2,USA,2015-08-15
MH501465,Influenza A virus,2018-06-25,partial,4,USA,2010-05-25
OQ203937,Influenza A virus,2023-01-15,partial,7,USA,2022-10-16
OQ462585,Influenza A virus,2023-02-26,partial,4,USA,2022-11-25
PV001378,Influenza A virus,2025-01-23,partial,7,USA,2024-12-19
PV139509,Influenza B virus,2025-02-19,partial,1,USA,2019-11-17
MK857475,Influenza A virus,2019-05-05,partial,6,USA,2019-02-23
MG042391,Influenza A virus (A/duck/Bangladesh/30057/2016(H5N1)),2017-11-05,partial,7,Bangladesh,2016-05-26
CY249060,Influenza B virus (B/Louisiana/32/2017),2017-11-01,partial,7,USA,2017-04-03
OQ694919,Influenza A virus,2023-04-01,partial,1,USA,2022-11-03
PP684640,Influenza A virus,2024-04-23,partial,4,USA,2024-01-02
PQ701571,Influenza A virus,2024-12-06,partial,6,USA,2022-11-16
OQ722848,Influenza A virus,2023-04-05,partial,4,USA,2022-08-06
CY054159,Influenza A virus (A/Gangwon/1954/2007(H3N2)),2010-04-16,partial,4,South Korea,2007-01-17
PP685723,Influenza A virus,2024-04-23,partial,1,USA,2024-01-22
KC458104,Influenza A virus (A/Japan/673/2009(H3N2)),2013-02-11,partial,4,Japan,2009-11-16
PV035170,Influenza B virus,2025-01-30,partial,7,USA,2024-11-27
CY100066,Influenza A virus (A/teal/Chany/741/2008(H3N8)),2011-10-20,partial,4,Russia,2008-08-30
KC814194,Influenza A virus (A/Corsica/F11508/2012(H3N2)),2013-04-13,partial,4,France,2012-02
PP761925,Influenza A virus,2024-05-11,partial,8,USA,2023-10-07
MF575271,Influenza A virus (A/black-headed gull/Netherlands/8/2011(H13N3)),2018-06-01,partial,7,Netherlands,2011-06-21
OP696022,Influenza A virus,2022-10-26,partial,2,USA,2021-11-23
GQ421204,Influenza A virus (A/Ancona/05/2009(H1N1)),2009-07-29,complete,6,Italy,2009-07-12
PQ716982,Influenza A virus,2024-12-06,partial,1,USA,2022-04-20
KF280683,Influenza A virus (A/India/P121716/2012(H1N1)),2013-08-16,partial,8,India,2012-02-24
PP634630,Influenza A virus,2024-04-16,partial,6,USA,2023-12-23
JQ693706,Influenza A virus (A/Taiwan/549/2011(H1N1)),2013-04-15,partial,6,Taiwan,2011-01-18
MK943734,Influenza A virus,2019-05-25,partial,1,France,2014-09-22
CY198723,Influenza B virus (B/South Australia/28/2013),2016-02-24,partial,6,Australia,2013-08-08
KP767292,Influenza A virus (A/chicken/Shanghai/S3708/2014(H9)),2016-02-05,partial,4,China,2014-11-06
GU983299,Influenza A virus (A/Eastern India/1909/2009(H1N1)),2010-11-16,partial,2,India,2009-09
PP899559,Influenza A virus,2024-06-16,partial,2,USA,2024-02-29
MW094866,Influenza A virus,2020-10-19,partial,1,China,2018-08-25
GU052888,Influenza A virus (A/chicken/Pakistan/1/2004(H7N3)),2009-11-28,partial,3,Pakistan,2004
PQ803648,Influenza A virus,2024-12-24,partial,4,USA,2024-11-12
OQ464282,Influenza A virus,2023-02-26,partial,4,USA,2022-11-12
KY089351,Influenza A virus (A/Rhode Island/18/2015(H3)),2016-11-14,partial,3,USA,2015-01-23
OQ965401,Influenza A virus,2023-08-23,partial,1,USA,2022-04-04
OP012178,Influenza A virus,2022-07-24,partial,2,USA,2022-05-18
MW846582,Influenza A virus,2021-04-07,partial,7,USA,2017-04-19
OP212722,Influenza A virus,2022-08-17,partial,2,USA,2022-06-01
OQ794306,Influenza A virus,2023-04-16,partial,3,USA,2022-12-21
PP307245,Influenza A virus,2024-02-13,partial,6,USA,2023-11-17
MN573745,Influenza A virus,2019-10-21,partial,6,Australia,2017-08-18
CY179893,Influenza A virus (A/mallard/Wisconsin/52/1975(H3N5)),2014-04-22,partial,6,USA,1975
JN652575,Influenza A virus (A/swine/Illinois/A01049905/2011(H1N1)),2011-10-01,partial,7,USA,2011-04-27
KP732655,Influenza A virus (A/goose/Eastern China/L1214/2012(H5N8)),2016-01-30,partial,5,China,2012-12-14
CY249581,Influenza B virus (B/Arizona/60/2017),2017-11-01,partial,6,USA,2017-04-12
MN078537,Influenza A virus,2019-06-23,partial,2,USA,2019-04-11
CY152256,Influenza B virus (B/Brisbane/99/2005),2013-10-15,partial,1,Australia,2005-10-05
OP623765,Influenza A virus,2022-10-18,partial,3,USA,2022-08-02
KM234936,Influenza A virus (A/duck/Jiangxi/JXA132712/2014(H10N8)),2014-08-24,partial,4,China,2014-01-01
KX615138,Influenza B virus (B/New Mexico/06/2016),2016-08-03,partial,8,USA,2016-02-22
ON370763,Influenza A virus,2022-05-03,partial,8,USA,2022-01-26
CY044648,Influenza A virus (A/Boston/47/2008(H3N2)),2009-08-21,partial,8,USA,2008-02-20
OR421029,Influenza A virus,2023-08-15,partial,1,USA,2022-01-25
CY163362,Influenza A virus (A/Peru/PER395/2011(H3N2)),2013-12-17,partial,6,Peru,2011-10-24
CY180225,Influenza A virus (A/green-winged teal/Wisconsin/539/1976(H3N1)),2014-04-22,partial,2,USA,1976
PQ715992,Influenza A virus,2024-12-06,partial,3,USA,2022-05-24
PP279271,Influenza A virus,2024-02-11,partial,6,USA,2023-12-29
PQ664125,Influenza A virus,2024-12-02,partial,8,USA,2024-04-22
PV144829,Influenza B virus,2025-02-19,partial,6,USA,2020-01-22
OR750032,Influenza B virus,2023-11-04,partial,7,USA,2023-07-26
CY066778,Influenza A virus (A/Pensacola/INS213/2009(H1N1)),2010-07-16,partial,5,USA,2009-11-17
